eval,fitness,prey_base_cost,prey_move_cost,prey_forage_rate,pred_base_cost,pred_move_cost,pred_bite_reward,pred_transfer_eff,prey_repro_thresh,pred_repro_thresh,prey_cooldown,pred_cooldown,max_prey,max_pred,pot_scale,pot_octaves,pot_lacunarity,pot_gain,pot_contrast,refugia_strength,part_spawn_rate,part_initial_mass,part_deposit_rate,part_pickup_rate,part_cell_capacity,part_flow_strength,part_flow_scale,part_flow_octaves,part_flow_evolution
448,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,3.087283,4.537826,2.238448,0.639719,6.000000,1.000000,254.048848,0.050000,0.500000,2.000000,2.000000,100.000000,5.000000,1.000000,0.100000
449,57.970135,0.005000,0.250000,0.100000,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,56.600218,8.000000,2.000000,2.455019,0.502814,6.000000,1.000000,121.146755,0.002000,5.000000,2.000000,1.557548,100.000000,0.500000,4.000000,0.100000
450,57.145362,0.022012,0.050000,0.100000,0.002000,0.010000,0.683502,0.901103,0.700000,0.700000,15.000000,6.553771,457.511281,138.284799,7.671974,4.316691,4.000000,0.737457,4.910627,1.000000,76.104117,0.002000,0.500000,2.000000,0.300000,11.054666,4.566081,1.000000,0.100000
451,57.152384,0.050000,0.250000,0.020810,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,334.880807,200.000000,8.000000,5.235258,4.000000,0.677732,2.187006,1.000000,288.404526,0.050000,0.500000,0.100000,0.300000,84.755942,0.500000,1.294254,0.100000
452,57.146801,0.034051,0.250000,0.020000,0.020000,0.010000,0.568638,0.809814,0.700000,0.700000,13.029784,20.000000,200.000000,57.018231,2.000000,2.000000,4.000000,0.300000,2.451450,0.598488,20.000000,0.002000,0.500000,0.100000,0.300000,100.000000,0.500000,1.000000,0.100000
453,57.145362,0.005000,0.155942,0.020000,0.002000,0.010000,0.585115,1.000000,0.700000,0.700000,10.498397,20.000000,200.000000,75.075920,4.989277,7.000000,3.858544,0.300000,4.960031,1.000000,20.000000,0.002000,3.596686,0.100000,0.300000,100.000000,5.000000,1.000000,0.100000
454,57.970135,0.038241,0.250000,0.100000,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,512.945244,40.000000,2.000000,2.000000,4.000000,0.300000,6.000000,1.000000,300.000000,0.002520,1.088168,2.000000,0.391484,10.000000,2.227991,1.000000,0.086537
455,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,0.686639,0.700000,0.700000,10.007589,14.901851,600.000000,40.000000,4.279945,2.000000,4.000000,0.300000,2.224857,1.000000,300.000000,0.050000,1.069938,2.000000,0.300000,100.000000,0.500000,1.000000,0.039856
456,57.152384,0.005000,0.250000,0.048514,0.019285,0.010000,0.800000,0.987825,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,3.810172,2.473500,0.900000,6.000000,1.000000,20.000000,0.050000,0.500000,1.639827,0.300000,98.778160,0.500000,4.000000,0.062653
457,57.152384,0.049030,0.050000,0.100000,0.017425,0.010000,0.800000,1.000000,0.700000,0.700000,11.974315,20.000000,600.000000,66.406195,8.000000,2.000000,2.521160,0.300000,3.678690,1.000000,172.130788,0.002000,3.442616,0.100000,1.221185,10.000000,2.862936,1.000000,0.017659
458,57.152384,0.005000,0.050000,0.100000,0.020000,0.010000,0.800000,0.981753,0.700000,0.700000,15.000000,14.332222,600.000000,200.000000,5.234593,2.000000,2.414901,0.491917,6.000000,1.000000,20.000000,0.002000,5.000000,2.000000,2.000000,100.000000,0.741145,3.663938,0.100000
459,57.152384,0.009446,0.250000,0.070044,0.002000,0.010000,0.800000,0.777423,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000,4.295719,2.000000,4.000000,0.300000,1.500000,1.000000,20.000000,0.002000,3.562128,0.121537,0.300000,10.000000,0.500000,1.000000,0.100000
460,57.145362,0.005000,0.250000,0.020000,0.013744,0.010000,0.754454,1.000000,0.700000,0.700000,15.000000,20.000000,477.683062,78.314828,8.000000,3.200825,4.000000,0.300000,1.500000,1.000000,120.647793,0.008524,0.500000,2.000000,0.789808,10.289960,0.500000,1.000000,0.100000
461,57.152384,0.005000,0.184056,0.026502,0.002000,0.080000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,128.958594,2.000000,2.000000,2.414208,0.900000,6.000000,1.000000,234.682553,0.007027,4.678854,2.000000,0.300000,10.000000,0.500000,1.000000,0.100000
462,57.145362,0.005000,0.250000,0.020000,0.020000,0.010000,0.682223,0.961705,0.700000,0.700000,15.000000,20.000000,200.000000,57.165433,7.095999,2.000000,4.000000,0.300000,1.500000,1.000000,20.000000,0.050000,0.500000,2.000000,0.300000,15.155487,4.837457,2.739999,0.100000
463,57.152384,0.008872,0.103167,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,16.523151,544.471377,40.000000,2.000000,7.000000,4.000000,0.404190,3.640237,1.000000,20.000000,0.012349,5.000000,2.000000,0.300000,97.707497,0.559559,1.000000,0.100000
464,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,485.327250,95.709897,3.585568,2.000000,4.000000,0.300000,4.941233,1.000000,20.000000,0.002000,5.000000,2.000000,0.300000,100.000000,0.500000,4.000000,0.100000
465,60.297645,0.005000,0.198623,0.020000,0.002000,0.010000,0.800000,1.000000,0.873913,0.700000,6.510985,11.946425,444.547295,75.136849,8.000000,5.151237,4.000000,0.900000,6.000000,1.000000,20.000000,0.002000,1.806258,0.427874,0.300000,58.716338,0.500000,4.000000,0.005000
466,57.145362,0.008385,0.050000,0.020000,0.002000,0.010000,0.751364,1.000000,0.700000,0.700000,15.000000,16.030767,263.564619,137.875658,2.000000,2.000000,1.504651,0.394527,6.000000,1.000000,20.000000,0.002000,5.000000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
467,57.146801,0.005000,0.250000,0.020000,0.002000,0.010000,0.709590,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,82.794975,4.065749,7.000000,4.000000,0.300000,1.500000,0.968220,28.217495,0.002000,0.500000,2.000000,0.302187,63.476160,4.939977,1.000000,0.100000
468,57.145362,0.017803,0.250000,0.064611,0.020000,0.038410,0.508123,0.622256,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,7.054988,4.764009,4.000000,0.900000,1.500000,1.000000,20.000000,0.002000,5.000000,2.000000,1.881675,100.000000,0.500000,1.000000,0.100000
469,57.145362,0.021475,0.169554,0.044526,0.020000,0.010000,0.641632,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,200.000000,7.492181,7.000000,1.987436,0.411371,1.500000,1.000000,20.000000,0.002000,5.000000,2.000000,2.000000,49.717921,3.214114,1.000000,0.005000
470,57.152384,0.025325,0.125990,0.020000,0.014799,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,10.338052,200.000000,40.000000,3.156280,7.000000,4.000000,0.300000,6.000000,1.000000,20.000000,0.032178,5.000000,0.100000,0.300000,100.000000,0.500000,1.000000,0.100000
471,57.154543,0.005000,0.050000,0.020000,0.009239,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,6.719594,7.000000,4.000000,0.900000,1.500000,0.856997,58.741263,0.025499,0.500000,2.000000,0.300000,100.000000,0.655512,1.000000,0.100000
472,57.145362,0.005000,0.250000,0.020000,0.020000,0.010000,0.602759,0.766263,0.700000,0.700000,4.466655,20.000000,200.000000,40.000000,2.000000,2.000000,4.000000,0.300000,1.500000,1.000000,20.000000,0.002000,0.500000,1.276974,0.300000,100.000000,5.000000,1.000000,0.100000
473,57.742733,0.005000,0.139779,0.020000,0.002000,0.010000,0.350076,0.990125,0.700000,0.700000,11.286821,17.505124,600.000000,40.000000,8.000000,7.000000,3.269602,0.300000,2.711315,1.000000,20.000000,0.002000,0.500000,2.000000,0.765629,45.682595,3.371363,1.000000,0.100000
474,57.146801,0.005000,0.135539,0.020000,0.002000,0.010000,0.560081,0.727909,0.700000,0.700000,15.000000,6.000000,200.000000,40.000000,2.000000,4.433833,4.000000,0.300000,6.000000,0.884787,20.000000,0.033294,5.000000,1.974609,0.300000,99.836828,0.500000,3.401020,0.100000
475,57.145362,0.005000,0.250000,0.032141,0.004792,0.010000,0.778610,0.889136,0.700000,0.700000,15.000000,20.000000,200.000000,123.476685,2.000000,2.000000,4.000000,0.300000,6.000000,1.000000,20.000000,0.010550,1.678293,1.468382,0.300000,100.000000,0.500000,1.000000,0.100000
476,57.970135,0.005000,0.190851,0.020000,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,456.117732,53.868433,8.000000,2.000000,4.000000,0.451808,2.412505,1.000000,300.000000,0.029107,0.500000,1.623689,0.644797,100.000000,5.000000,1.000000,0.005000
477,57.970135,0.005000,0.250000,0.020188,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,40.000000,2.000000,6.702789,4.000000,0.403036,6.000000,1.000000,20.000000,0.050000,1.536304,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
478,57.152384,0.005000,0.096966,0.100000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,499.795307,200.000000,2.000000,7.000000,2.085518,0.300000,5.248724,1.000000,20.000000,0.050000,0.500000,2.000000,0.300000,10.000000,5.000000,1.000000,0.100000
479,57.146801,0.005000,0.137632,0.020000,0.002000,0.032835,0.498028,1.000000,0.700000,0.700000,15.000000,15.333235,200.000000,200.000000,6.106529,7.000000,4.000000,0.636167,1.500000,0.660061,297.187119,0.002000,1.261089,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
480,57.977815,0.020507,0.093120,0.092716,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,179.707122,2.000000,7.000000,4.000000,0.300000,6.000000,0.721754,20.000000,0.031083,0.500000,2.000000,2.000000,100.000000,0.500000,1.000000,0.100000
481,57.145362,0.019008,0.186202,0.034426,0.018017,0.010000,0.673909,1.000000,0.700000,0.700000,15.000000,20.000000,382.322757,109.026935,8.000000,5.829542,4.000000,0.310392,1.500000,1.000000,20.000000,0.020060,5.000000,0.996270,0.300000,26.139309,5.000000,1.000000,0.073997
482,57.970135,0.027039,0.239502,0.100000,0.010229,0.010000,0.200000,1.000000,0.700000,0.700000,12.083948,20.000000,415.011477,119.087171,7.363543,3.707680,3.529879,0.300000,3.837207,1.000000,253.089726,0.002000,0.500000,0.632876,0.300000,100.000000,5.000000,1.313479,0.100000
483,57.152384,0.009274,0.250000,0.020000,0.011864,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,79.764755,6.165677,7.000000,1.500000,0.448485,1.500000,1.000000,20.000000,0.040586,0.500000,2.000000,0.300000,10.000000,2.276966,1.000000,0.100000
484,57.974594,0.005000,0.114517,0.097414,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,8.000000,5.497696,4.000000,0.542280,1.865283,0.566264,20.000000,0.050000,1.286826,1.655582,0.300000,100.000000,0.500000,2.335035,0.100000
485,57.152384,0.005000,0.050000,0.020000,0.018744,0.079722,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,209.815543,200.000000,8.000000,7.000000,2.347173,0.900000,6.000000,1.000000,121.464322,0.050000,0.644868,0.100000,0.300000,23.547359,3.441049,1.000000,0.100000
486,57.970135,0.005000,0.250000,0.020000,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,6.673218,20.000000,484.533970,200.000000,2.000000,7.000000,4.000000,0.900000,5.116345,1.000000,132.973634,0.013760,0.500000,0.100000,2.000000,44.449025,0.500000,1.795247,0.100000
487,57.970135,0.005000,0.169631,0.020000,0.005940,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,374.142881,195.570118,2.000000,7.000000,4.000000,0.557820,5.529721,1.000000,20.000000,0.002000,3.523609,1.654763,2.000000,95.355258,0.500000,1.000000,0.100000
488,57.945770,0.005000,0.250000,0.081728,0.002000,0.015617,0.329400,1.000000,0.700000,0.700000,15.000000,20.000000,250.066836,168.449187,2.000000,7.000000,4.000000,0.759681,6.000000,1.000000,20.000000,0.050000,2.724966,2.000000,0.300000,100.000000,4.037856,1.248982,0.100000
489,57.152384,0.005000,0.250000,0.020000,0.009311,0.025318,0.800000,0.600000,0.700000,0.700000,4.000000,17.672891,297.114562,40.000000,2.770489,2.000000,4.000000,0.487167,3.897062,1.000000,300.000000,0.050000,2.218082,0.541521,0.300000,74.016486,0.500000,1.000000,0.005000
490,57.646927,0.005000,0.250000,0.020000,0.002000,0.010919,0.494025,0.789218,0.700000,0.888457,4.000000,6.000000,200.000000,40.000000,8.000000,4.924486,1.556495,0.900000,6.000000,0.681437,20.000000,0.002000,5.000000,2.000000,0.300000,100.000000,0.500000,1.234112,0.100000
491,57.145362,0.050000,0.050000,0.020000,0.002000,0.010000,0.767833,0.726973,0.700000,0.700000,15.000000,13.664695,200.000000,200.000000,8.000000,2.159844,4.000000,0.300000,1.500000,1.000000,142.978533,0.044038,0.500000,1.617152,0.300000,100.000000,0.500000,4.000000,0.100000
492,57.790238,0.050000,0.121229,0.039028,0.003626,0.010000,0.265042,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,151.461518,2.000000,2.000000,3.477240,0.372139,6.000000,1.000000,20.000000,0.002000,0.500000,0.100000,1.003060,100.000000,0.500000,2.405525,0.100000
493,58.098629,0.005000,0.050000,0.100000,0.005292,0.010000,0.200000,1.000000,0.700000,0.700000,4.000000,20.000000,200.000000,43.604892,2.000000,2.558898,1.500000,0.300000,1.500000,0.000000,20.000000,0.002000,0.500000,2.000000,0.706910,56.382767,0.500000,1.000000,0.005000
494,57.970135,0.005000,0.050000,0.055331,0.005143,0.010000,0.200000,0.948462,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,3.427040,1.500000,0.361430,6.000000,1.000000,51.484689,0.008307,0.942017,2.000000,1.719596,100.000000,0.500000,4.000000,0.100000
495,57.146801,0.005000,0.050000,0.020000,0.020000,0.010000,0.797674,1.000000,0.700000,0.700000,15.000000,16.437961,200.000000,40.000000,2.000000,7.000000,4.000000,0.900000,6.000000,0.023907,24.978830,0.050000,0.500000,2.000000,0.300000,100.000000,4.902944,1.000000,0.046763
496,57.970135,0.005000,0.050000,0.100000,0.015898,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,17.313996,219.065758,40.000000,8.000000,6.634169,3.698602,0.300000,6.000000,1.000000,129.214938,0.021283,0.500000,0.100000,0.300000,100.000000,5.000000,1.000000,0.100000
497,60.790436,0.005000,0.177094,0.040184,0.002000,0.010000,0.200000,1.000000,0.877885,0.700000,11.506961,13.571789,200.000000,167.860148,6.209264,3.797400,4.000000,0.900000,2.979686,0.300143,20.000000,0.026459,5.000000,0.571239,1.034129,100.000000,0.500000,1.000000,0.100000
498,57.954855,0.005000,0.250000,0.020000,0.020000,0.010000,0.326653,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000,2.000000,6.304094,2.289610,0.300000,1.500000,1.000000,20.000000,0.047680,0.730591,2.000000,0.300000,69.732809,0.500000,1.000000,0.100000
499,57.152384,0.036720,0.250000,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,4.157030,2.000000,2.186093,0.300000,6.000000,1.000000,111.152443,0.050000,0.500000,1.999628,2.000000,20.120792,0.500000,1.928860,0.100000
500,57.503442,0.005000,0.145238,0.058492,0.002000,0.010000,0.430634,1.000000,0.700000,0.700000,15.000000,20.000000,224.416399,40.000000,2.000000,3.518523,4.000000,0.300000,1.500000,1.000000,191.911148,0.050000,0.500000,1.070965,0.300000,100.000000,0.500000,1.000000,0.100000
501,57.145362,0.008832,0.250000,0.061249,0.020000,0.010000,0.677698,0.868585,0.700000,0.700000,15.000000,16.263607,600.000000,40.000000,8.000000,7.000000,4.000000,0.900000,1.500000,1.000000,20.000000,0.018309,0.610520,1.168932,0.300000,100.000000,0.500000,1.000000,0.100000
502,57.152384,0.005000,0.050000,0.100000,0.020000,0.010000,0.800000,0.740968,0.700000,0.700000,7.135153,20.000000,200.000000,200.000000,2.000000,3.959728,3.973545,0.300000,4.485575,1.000000,64.271573,0.050000,1.729657,0.716022,0.300000,100.000000,0.500000,1.393598,0.100000
503,57.970135,0.005000,0.209139,0.020000,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,113.827473,2.000000,7.000000,3.778399,0.300000,6.000000,1.000000,90.067154,0.002000,0.500000,0.100000,0.300000,100.000000,5.000000,1.000000,0.100000
504,57.152384,0.005000,0.250000,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,8.000000,2.786945,4.000000,0.878447,4.735394,1.000000,20.000000,0.050000,4.927584,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
505,57.152384,0.005000,0.250000,0.031927,0.020000,0.076529,0.800000,1.000000,0.700000,0.700000,4.000000,20.000000,600.000000,200.000000,7.504942,7.000000,1.500000,0.300000,3.766160,1.000000,32.591895,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
506,57.790028,0.005000,0.250000,0.020000,0.007287,0.010000,0.236550,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,3.966831,5.620798,1.500000,0.300000,3.145354,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,100.000000,3.778042,1.000000,0.100000
507,57.145362,0.005000,0.186810,0.020000,0.011086,0.010000,0.637957,0.977195,0.700000,0.700000,15.000000,13.591883,200.000000,40.000000,8.000000,3.925569,4.000000,0.300000,1.500000,1.000000,108.152737,0.002000,3.896357,2.000000,0.300000,67.428802,4.676441,1.000000,0.005000
508,58.098629,0.005000,0.099897,0.058610,0.002000,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,14.950310,200.000000,200.000000,2.000000,7.000000,2.673791,0.732000,3.585251,0.000000,20.000000,0.008216,2.805551,2.000000,0.300000,20.568733,5.000000,1.000000,0.100000
509,57.152384,0.005000,0.250000,0.020000,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,177.872316,2.764367,6.912084,4.000000,0.847714,6.000000,1.000000,20.000000,0.015697,0.500000,0.776922,0.706243,100.000000,0.500000,1.000000,0.100000
510,57.152384,0.050000,0.050000,0.058100,0.020000,0.010000,0.800000,0.807818,0.700000,0.700000,15.000000,9.552765,320.931652,200.000000,2.000000,7.000000,4.000000,0.542232,1.500000,1.000000,20.000000,0.029109,0.500000,2.000000,0.300000,10.000000,0.500000,1.000000,0.100000
511,57.152384,0.005000,0.165599,0.100000,0.020000,0.037282,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,2.000000,4.000000,0.815121,1.500000,1.000000,215.559452,0.026944,2.936728,1.413468,0.300000,100.000000,0.500000,1.000000,0.100000
512,57.152384,0.005000,0.250000,0.071591,0.002000,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000,6.646875,2.000000,4.000000,0.380102,1.500000,1.000000,57.201595,0.050000,2.156947,0.100000,0.300000,52.654285,4.590813,1.000000,0.005000
513,57.152384,0.025292,0.144379,0.020000,0.014117,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,298.805064,124.375482,5.339368,2.000000,4.000000,0.300000,1.500000,1.000000,20.000000,0.050000,0.500000,2.000000,0.300000,10.000000,2.617509,1.000000,0.100000
514,57.152384,0.005000,0.223297,0.024009,0.020000,0.010000,0.800000,1.000000,0.700000,0.700000,5.410961,20.000000,200.000000,40.000000,2.000000,7.000000,4.000000,0.300000,6.000000,1.000000,20.000000,0.050000,2.367425,0.739123,2.000000,100.000000,3.209412,1.000000,0.100000
515,57.145362,0.009882,0.159566,0.020000,0.002000,0.010000,0.691115,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,200.000000,2.000000,7.000000,3.074398,0.300000,3.890315,0.998014,20.000000,0.043011,5.000000,2.000000,0.328436,100.000000,0.500000,1.000000,0.100000
516,57.950915,0.005000,0.250000,0.020000,0.013894,0.010000,0.342685,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,121.418949,8.000000,2.000000,1.500000,0.900000,1.500000,0.000000,222.713028,0.050000,0.500000,2.000000,0.300000,70.516587,2.861006,2.922816,0.006200
517,57.152384,0.050000,0.198276,0.020000,0.018543,0.010000,0.800000,0.896434,0.700000,0.700000,15.000000,8.492718,600.000000,200.000000,8.000000,2.000000,4.000000,0.900000,6.000000,1.000000,143.536484,0.002000,5.000000,2.000000,0.300000,72.418768,0.500000,1.000000,0.005000
518,57.153823,0.005000,0.250000,0.020000,0.012240,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,14.107570,275.239929,140.669859,2.000000,7.000000,4.000000,0.300000,2.320682,0.981105,70.979983,0.050000,1.554320,2.000000,0.300000,100.000000,2.747625,1.000000,0.100000
519,57.971244,0.005000,0.142722,0.020000,0.020000,0.010000,0.320982,1.000000,0.787970,0.700000,15.000000,20.000000,200.000000,41.386866,2.000000,7.000000,1.500000,0.300000,1.500000,0.619247,20.000000,0.050000,0.500000,0.100000,0.300000,10.000000,2.945718,1.000000,0.100000
520,57.146801,0.005000,0.189229,0.024245,0.020000,0.010000,0.618077,0.881483,0.700000,0.700000,6.056155,6.000000,200.000000,132.414221,7.239324,7.000000,4.000000,0.900000,3.718265,0.801335,20.000000,0.002000,3.422130,2.000000,0.300000,59.556467,5.000000,4.000000,0.075918
521,57.146801,0.005000,0.250000,0.020000,0.002000,0.040357,0.576658,0.819099,0.700000,0.700000,9.542396,20.000000,200.000000,40.000000,2.496488,5.918962,4.000000,0.565387,2.965952,0.901131,20.000000,0.002000,0.500000,2.000000,0.300000,100.000000,2.589866,1.000000,0.100000
522,57.152384,0.005000,0.250000,0.020000,0.018561,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,600.000000,40.000000,2.825023,7.000000,4.000000,0.300000,4.718635,1.000000,20.000000,0.015621,2.191652,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
523,57.970135,0.005000,0.146467,0.053015,0.010251,0.010000,0.200000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,40.000000,8.000000,2.000000,4.000000,0.885211,6.000000,1.000000,20.000000,0.050000,5.000000,2.000000,0.300000,10.943628,0.500000,1.867367,0.100000
524,57.145362,0.005093,0.250000,0.027717,0.020000,0.010000,0.545408,1.000000,0.700000,0.700000,15.000000,20.000000,253.221244,105.094414,8.000000,5.483511,4.000000,0.533455,1.500000,1.000000,107.443031,0.022231,1.435416,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
525,57.145362,0.005000,0.050000,0.020000,0.020000,0.010000,0.540152,1.000000,0.700000,0.700000,15.000000,11.538502,531.545611,80.843506,6.935925,5.836479,4.000000,0.300000,1.500000,1.000000,300.000000,0.002000,0.500000,1.248473,1.053138,100.000000,0.500000,1.000000,0.100000
526,57.145362,0.005586,0.050000,0.100000,0.002000,0.010000,0.729040,1.000000,0.700000,0.700000,15.000000,19.151619,218.305215,182.423007,2.000000,2.000000,3.596788,0.300000,1.500000,1.000000,300.000000,0.048149,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
527,57.152384,0.005000,0.050000,0.020000,0.020000,0.010000,0.800000,0.973596,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,2.000000,7.000000,4.000000,0.900000,6.000000,1.000000,168.076877,0.050000,4.293644,1.516814,0.300000,100.000000,1.981347,1.000000,0.100000
528,57.939263,0.024131,0.250000,0.020000,0.020000,0.010000,0.292422,1.000000,0.700000,0.700000,10.942460,19.094462,200.000000,40.000000,6.225550,3.279900,3.184462,0.300000,3.301222,1.000000,20.000000,0.002000,2.064980,1.249516,0.300000,100.000000,5.000000,1.000000,0.100000
529,57.152384,0.005000,0.250000,0.054603,0.012843,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,200.000000,82.863066,8.000000,7.000000,4.000000,0.300000,1.500000,1.000000,20.000000,0.024613,0.500000,1.878650,0.300000,100.000000,0.500000,1.423087,0.100000
530,57.145362,0.005000,0.191037,0.020000,0.002000,0.010000,0.638375,0.600000,0.700000,0.700000,15.000000,7.106142,200.000000,200.000000,5.054535,7.000000,4.000000,0.832253,1.860984,1.000000,110.584464,0.002000,0.500000,0.972046,0.300000,44.585377,5.000000,3.466126,0.100000
531,57.152384,0.050000,0.250000,0.020000,0.008990,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,40.000000,3.051378,2.000000,4.000000,0.300000,1.893051,1.000000,20.000000,0.037189,0.500000,1.056206,1.292067,100.000000,2.105955,1.000000,0.100000
532,57.152384,0.005000,0.207833,0.020000,0.020000,0.013363,0.800000,1.000000,0.700000,0.700000,15.000000,19.001077,200.000000,40.000000,8.000000,7.000000,4.000000,0.900000,4.853023,1.000000,168.746844,0.002000,0.827282,1.964866,1.490436,79.843608,0.500000,2.493233,0.095269
533,60.782360,0.050000,0.250000,0.020000,0.002000,0.025944,0.200000,0.890987,0.935132,0.700000,15.000000,20.000000,200.000000,200.000000,8.000000,4.777900,4.000000,0.300000,1.500000,1.000000,20.000000,0.032825,2.283083,2.000000,0.300000,100.000000,5.000000,1.000000,0.005000
534,61.302806,0.005000,0.053930,0.020000,0.015266,0.010000,0.210347,0.792391,0.950000,0.893183,8.929769,20.000000,200.000000,40.000000,2.000000,7.000000,4.000000,0.300000,3.786201,0.372607,20.000000,0.050000,0.500000,0.951583,0.300000,100.000000,5.000000,1.000000,0.100000
535,57.146801,0.005000,0.250000,0.020000,0.020000,0.010000,0.594022,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,144.482869,2.000000,2.428305,1.500000,0.300000,1.500000,0.824098,20.000000,0.029130,0.500000,1.857897,0.300000,54.918357,0.500000,1.000000,0.100000
536,57.970135,0.005000,0.056071,0.100000,0.020000,0.058767,0.200000,1.000000,0.700000,0.700000,15.000000,6.000000,200.000000,114.143382,6.251922,3.747407,4.000000,0.300000,5.280427,1.000000,20.000000,0.007504,1.998422,0.521403,0.300000,100.000000,5.000000,1.000000,0.100000
537,57.154543,0.050000,0.050000,0.020000,0.011256,0.010000,0.800000,0.600000,0.700000,0.700000,15.000000,20.000000,330.150699,40.000000,2.000000,6.810002,4.000000,0.486218,2.549062,0.000000,20.000000,0.002000,0.500000,1.857064,2.000000,59.153337,0.500000,1.000000,0.100000
538,57.970135,0.005000,0.050000,0.033268,0.020000,0.010000,0.200000,1.000000,0.700000,0.700000,10.744818,20.000000,200.000000,127.594381,2.000000,2.000000,2.904158,0.300000,1.500000,1.000000,20.000000,0.002000,0.500000,2.000000,0.300000,100.000000,0.500000,1.000000,0.100000
539,57.145362,0.020796,0.050000,0.055908,0.020000,0.010000,0.596442,1.000000,0.700000,0.700000,15.000000,20.000000,204.676599,155.032349,8.000000,7.000000,4.000000,0.900000,1.500000,1.000000,20.000000,0.050000,5.000000,2.000000,1.664490,100.000000,3.595984,1.000000,0.100000
540,57.152384,0.005000,0.163329,0.020000,0.002000,0.010000,0.800000,1.000000,0.700000,0.700000,15.000000,20.000000,200.000000,166.339659,2.000000,7.000000,4.000000,0.474501,6.000000,1.000000,20.000000,0.016026,5.000000,2.000000,1.585219,100.000000,0.500000,1.000000,0.100000
